4.931137017415808543e+01,6.058106086112563560e+01,6.790158507699440804e+01,1.806544485755604512e+01,4.250237852523152071e+01,8.964265943129690584e+01
4.847332137273969010e+01,2.737719450233247542e+01,2.942309919262213214e+01,8.002012547004851228e+01,7.739737534942615582e+01,4.178499327704933108e+01
6.462564061001431526e+01,8.199279801573619864e+01,8.917830530480193829e+01,8.288475053618137522e+00,4.197081558967678205e+01,1.109054547097397432e+02
4.454479646374581137e+01,6.888678506603856988e+01,7.481265541429287680e+01,3.848674631476317387e+01,1.015275838010715326e+01,9.442311892570505449e+01
2.068705493653851590e+01,9.118703432983583212e+00,1.643421423569895978e+01,6.686943413897314770e+01,5.247016295154401888e+01,3.823412194396688335e+01
1.654976657988626698e+01,4.106059257603325108e+01,4.679023444140038634e+01,4.790974277148877292e+01,1.831419322671750649e+01,6.647838390429538435e+01
4.680301928830096614e+01,4.708289052609153913e+01,5.394421563796173302e+01,4.181930961860498286e+01,5.642399688578763062e+01,7.441960444658472795e+01
4.484047557569140707e+01,4.946874359189049386e+01,5.663165997858759226e+01,3.409066430793084379e+01,4.989007398609910382e+01,7.783495873122724618e+01
4.642613429311660411e+01,3.673260805324527212e+01,4.238097256312515526e+01,5.968310727516962544e+01,6.639535311186547517e+01,6.054318584513098500e+01
4.444881648881777636e+01,2.045009421313267950e+01,1.392510306407410248e+01,9.589470213577186541e+01,7.898131895283951565e+01,1.161288146231787444e+01
4.558821859101810503e+01,2.009647775665023062e+01,1.602097617058995738e+01,9.233862479102300824e+01,7.937593298156993171e+01,2.001090918334096003e+01
2.854497462926132201e+01,5.241947981958293212e+01,5.571634912136834572e+01,6.677801355309613029e+01,2.593913519366347842e+01,7.053754396575958197e+01
4.695066181909968606e+01,3.526600585366099239e+01,4.051736578902621488e+01,6.311444499561965671e+01,6.853758205205573972e+01,5.797677204980529808e+01
2.282942233328171255e+01,4.695591088083932618e+01,5.051162869449296977e+01,6.426320474155224360e+01,2.514944557567583061e+01,6.612232181825777388e+01
5.892548942515144006e+01,5.492881161453561845e+01,6.111792055883950781e+01,5.052362401778928813e+01,6.977377539835879361e+01,7.992974903536536146e+01
6.557411084169125104e+01,8.637794088598249687e+01,9.322653036733107967e+01,2.250345753653193270e+01,3.616452776045146322e+01,1.144346240949052884e+02
6.864899092796910907e+01,5.859609287983889914e+01,6.351383235387833537e+01,6.676864536286541352e+01,8.432696307952568304e+01,7.928044740147490188e+01
3.395106585510270492e+01,5.937475081785878217e+01,6.379137170332424489e+01,5.736819966357061418e+01,1.528909710459501881e+01,8.062485645871042550e+01
5.017367254927282971e+01,3.310147770517351518e+01,2.595880671849594634e+01,1.078494906687630674e+02,8.388205848628223293e+01,8.948418777463244211e+00
2.803757838822934900e+01,1.026256929326192413e+01,1.647776909033821013e+01,6.963503360951519028e+01,5.888013124945769761e+01,3.707972022491919972e+01
9.613924610145833327e+00,3.199020464902729799e+01,3.559972898341107594e+01,6.529077830645219649e+01,3.330949213118130814e+01,5.229301117203220883e+01
6.041901171334379228e+01,8.086894136772268382e+01,8.775320356921923803e+01,1.888602605842640259e+01,3.237224250365085254e+01,1.090321236311674369e+02
4.463567791525177597e+01,7.008632953629262374e+01,7.517331794588885430e+01,5.109386825931496645e+01,1.346019822855475567e+01,9.312613988238955187e+01
2.754223421139517924e+01,3.621268608863584859e+01,3.554270569737725083e+01,8.621129337790641500e+01,5.194300423120052557e+01,4.343605130438385942e+01
